idhod,hodnota,vira_kod,uzemi_kod,sldb_rok,ukaz_txt,vira_txt,uzemi_txt
946373644,1,30.0,554791,2021,Počet obyvatel s obvyklým pobytem,"Mezinárodní společnost pro vědomí Krišny, Hnutí Hare Krišna",Plzeň
946373500,419,31.0,554791,2021,Počet obyvatel s obvyklým pobytem,Jiné,Plzeň
946501434,16,32.0,554791,2021,Počet obyvatel s obvyklým pobytem,Buddhismus Diamantové cesty linie Karma Kagjü,Plzeň
946601640,0,33.0,554791,2021,Počet obyvatel s obvyklým pobytem,Církev živého Boha,Plzeň
946434395,0,34.0,554791,2021,Počet obyvatel s obvyklým pobytem,Česká hinduistická náboženská společnost,Plzeň
946501593,2,35.0,554791,2021,Počet obyvatel s obvyklým pobytem,Obec křesťanů v České republice,Plzeň
946791234,15,36.0,554791,2021,Počet obyvatel s obvyklým pobytem,"Ruská pravoslavná církev, podvorje patriarchy moskevského a celé Rusi v České republice",Plzeň
946501756,0,37.0,554791,2021,Počet obyvatel s obvyklým pobytem,Ústředí muslimských obcí,Plzeň
946791071,0,38.0,554791,2021,Počet obyvatel s obvyklým pobytem,Višva Nirmala Dharma,Plzeň
946434234,0,39.0,554791,2021,Počet obyvatel s obvyklým pobytem,Hnutí Grálu,Plzeň
946791075,0,40.0,554791,2021,Počet obyvatel s obvyklým pobytem,Hnutí Nového věku (New Age),Plzeň
946373348,2413,41.0,554791,2021,Počet obyvatel s obvyklým pobytem,katolická víra (katolík),Plzeň
946319936,233,42.0,554791,2021,Počet obyvatel s obvyklým pobytem,"protestantská/evangelická víra (protestant, evangelík)",Plzeň
946373350,881,43.0,554791,2021,Počet obyvatel s obvyklým pobytem,křesťanství,Plzeň
946721961,28,44.0,554791,2021,Počet obyvatel s obvyklým pobytem,judaismus,Plzeň
946791238,0,45.0,554791,2021,Počet obyvatel s obvyklým pobytem,esoterismus,Plzeň
946601140,15309,46.0,554791,2021,Počet obyvatel s obvyklým pobytem,věřící - nehlásící se k žádné církvi ani náboženské společnosti,Plzeň
946373499,0,47.0,554791,2021,Počet obyvatel s obvyklým pobytem,Církev Nová naděje,Plzeň
946656516,0,48.0,554791,2021,Počet obyvatel s obvyklým pobytem,Církev Slovo života,Plzeň
946721788,498,49.0,554791,2021,Počet obyvatel s obvyklým pobytem,Jedi,Plzeň
946601458,14,50.0,554791,2021,Počet obyvatel s obvyklým pobytem,ateismus,Plzeň
946320083,56,51.0,554791,2021,Počet obyvatel s obvyklým pobytem,pohanství,Plzeň
946434233,15,52.0,554791,2021,Počet obyvatel s obvyklým pobytem,Sith,Plzeň
946434228,15,53.0,554791,2021,Počet obyvatel s obvyklým pobytem,Církev víry,Plzeň
946791237,0,54.0,554791,2021,Počet obyvatel s obvyklým pobytem,Církev Svatého Řehoře Osvětitele,Plzeň
946601639,0,55.0,554791,2021,Počet obyvatel s obvyklým pobytem,Armáda spásy - církev,Plzeň
946501757,0,56.0,554791,2021,Počet obyvatel s obvyklým pobytem,Církev Nový Život,Plzeň
946656790,0,57.0,554791,2021,Počet obyvatel s obvyklým pobytem,Církev Oáza,Plzeň
946373645,37,58.0,554791,2021,Počet obyvatel s obvyklým pobytem,Společenství Josefa Zezulky,Plzeň
946791236,1,59.0,554791,2021,Počet obyvatel s obvyklým pobytem,Kněžské bratrstvo svatého Pia X.,Plzeň
946722256,0,60.0,554791,2021,Počet obyvatel s obvyklým pobytem,Théravádový buddhismus,Plzeň
946722109,0,61.0,554791,2021,Počet obyvatel s obvyklým pobytem,Společenství baptistických sborů,Plzeň
946320376,0,62.0,554791,2021,Počet obyvatel s obvyklým pobytem,Společenství buddhismu v České republice,Plzeň
946373808,0,63.0,554791,2021,Počet obyvatel s obvyklým pobytem,Křesťanská církev essejská,Plzeň
946501433,72,64.0,554791,2021,Počet obyvatel s obvyklým pobytem,pastafariánství,Plzeň
946373498,29,66.0,554791,2021,Počet obyvatel s obvyklým pobytem,satanismus,Plzeň
946501755,2,67.0,554791,2021,Počet obyvatel s obvyklým pobytem,agnosticismus,Plzeň
946722257,0,68.0,554791,2021,Počet obyvatel s obvyklým pobytem,animismus,Plzeň
946373501,1,69.0,554791,2021,Počet obyvatel s obvyklým pobytem,Bahá'í víra,Plzeň
946501758,0,70.0,554791,2021,Počet obyvatel s obvyklým pobytem,deismus,Plzeň
946656791,2,71.0,554791,2021,Počet obyvatel s obvyklým pobytem,konfucianismus,Plzeň
946791235,3,72.0,554791,2021,Počet obyvatel s obvyklým pobytem,sikhismus,Plzeň
946501598,1,73.0,554791,2021,Počet obyvatel s obvyklým pobytem,šintoismus,Plzeň
946434229,2,74.0,554791,2021,Počet obyvatel s obvyklým pobytem,taoismus,Plzeň
946433908,2,75.0,554791,2021,Počet obyvatel s obvyklým pobytem,zoroastrismus,Plzeň
946501597,4,76.0,554791,2021,Počet obyvatel s obvyklým pobytem,druidismus,Plzeň
946656785,5,77.0,554791,2021,Počet obyvatel s obvyklým pobytem,rastafariánství,Plzeň
946319935,918,78.0,554791,2021,Počet obyvatel s obvyklým pobytem,věřící - hlásící se k církvi - název neuveden,Plzeň
946601139,53497,99.0,554791,2021,Počet obyvatel s obvyklým pobytem,Neuvedeno,Plzeň
946601797,51666,1.0,554804,2021,Počet obyvatel s obvyklým pobytem,Bez náboženské víry,Ústí nad Labem
946599484,69,2.0,554804,2021,Počet obyvatel s obvyklým pobytem,Apoštolská církev,Ústí nad Labem
946434559,4,3.0,554804,2021,Počet obyvatel s obvyklým pobytem,Bratrská jednota baptistů,Ústí nad Labem
946320530,28,4.0,554804,2021,Počet obyvatel s obvyklým pobytem,Církev adventistů sedmého dne,Ústí nad Labem
946656952,99,5.0,554804,2021,Počet obyvatel s obvyklým pobytem,Církev bratrská,Ústí nad Labem
946434560,72,6.0,554804,2021,Počet obyvatel s obvyklým pobytem,Církev československá husitská,Ústí nad Labem
946599485,5,7.0,554804,2021,Počet obyvatel s obvyklým pobytem,Církev Ježíše Krista Svatých posledních dnů v České republice,Ústí nad Labem
946501893,54,8.0,554804,2021,Počet obyvatel s obvyklým pobytem,Církev řeckokatolická,Ústí nad Labem
946320377,1538,9.0,554804,2021,Počet obyvatel s obvyklým pobytem,Církev římskokatolická,Ústí nad Labem
946601798,90,10.0,554804,2021,Počet obyvatel s obvyklým pobytem,Českobratrská církev evangelická,Ústí nad Labem
946318295,7,11.0,554804,2021,Počet obyvatel s obvyklým pobytem,Evangelická církev augsburského vyznání v České republice,Ústí nad Labem
946654835,2,12.0,554804,2021,Počet obyvatel s obvyklým pobytem,Evangelická církev metodistická,Ústí nad Labem
946720086,1,13.0,554804,2021,Počet obyvatel s obvyklým pobytem,Federace židovských obcí v České republice,Ústí nad Labem
946499779,0,14.0,554804,2021,Počet obyvatel s obvyklým pobytem,Jednota bratrská,Ústí nad Labem
946318294,1,15.0,554804,2021,Počet obyvatel s obvyklým pobytem,Křesťanské sbory,Ústí nad Labem
946654834,2,16.0,554804,2021,Počet obyvatel s obvyklým pobytem,Luterská evangelická církev a. v. v České republice,Ústí nad Labem
946432505,0,17.0,554804,2021,Počet obyvatel s obvyklým pobytem,Náboženská společnost českých unitářů,Ústí nad Labem
946791392,114,18.0,554804,2021,Počet obyvatel s obvyklým pobytem,Náboženská společnost Svědkové Jehovovi,Ústí nad Labem
946654662,0,19.0,554804,2021,Počet obyvatel s obvyklým pobytem,Novoapoštolská církev v ČR,Ústí nad Labem
946722380,382,20.0,554804,2021,Počet obyvatel s obvyklým pobytem,Pravoslavná církev v českých zemích,Ústí nad Labem
946720229,1,21.0,554804,2021,Počet obyvatel s obvyklým pobytem,Slezská církev evangelická augsburského vyznání,Ústí nad Labem
946599636,2,22.0,554804,2021,Počet obyvatel s obvyklým pobytem,Starokatolická církev v ČR,Ústí nad Labem
946789353,0,23.0,554804,2021,Počet obyvatel s obvyklým pobytem,Církev sjednocení (moonisté),Ústí nad Labem
946371819,3,24.0,554804,2021,Počet obyvatel s obvyklým pobytem,Scientologická církev,Ústí nad Labem
946371653,2,25.0,554804,2021,Počet obyvatel s obvyklým pobytem,Církev Křesťanská společenství,Ústí nad Labem
946432506,0,26.0,554804,2021,Počet obyvatel s obvyklým pobytem,Anglikánská církev,Ústí nad Labem
946318291,40,27.0,554804,2021,Počet obyvatel s obvyklým pobytem,islám,Ústí nad Labem
946599483,45,28.0,554804,2021,Počet obyvatel s obvyklým pobytem,buddhismus,Ústí nad Labem
946654663,28,29.0,554804,2021,Počet obyvatel s obvyklým pobytem,hinduismus,Ústí nad Labem
946432207,3,30.0,554804,2021,Počet obyvatel s obvyklým pobytem,"Mezinárodní společnost pro vědomí Krišny, Hnutí Hare Krišna",Ústí nad Labem
946599482,156,31.0,554804,2021,Počet obyvatel s obvyklým pobytem,Jiné,Ústí nad Labem
946371652,5,32.0,554804,2021,Počet obyvatel s obvyklým pobytem,Buddhismus Diamantové cesty linie Karma Kagjü,Ústí nad Labem
946599764,1,33.0,554804,2021,Počet obyvatel s obvyklým pobytem,Církev živého Boha,Ústí nad Labem
946789351,1,34.0,554804,2021,Počet obyvatel s obvyklým pobytem,Česká hinduistická náboženská společnost,Ústí nad Labem
946432343,2,35.0,554804,2021,Počet obyvatel s obvyklým pobytem,Obec křesťanů v České republice,Ústí nad Labem
946720230,7,36.0,554804,2021,Počet obyvatel s obvyklým pobytem,"Ruská pravoslavná církev, podvorje patriarchy moskevského a celé Rusi v České republice",Ústí nad Labem
946789352,0,37.0,554804,2021,Počet obyvatel s obvyklým pobytem,Ústředí muslimských obcí,Ústí nad Labem
946499778,0,38.0,554804,2021,Počet obyvatel s obvyklým pobytem,Višva Nirmala Dharma,Ústí nad Labem
946654836,0,39.0,554804,2021,Počet obyvatel s obvyklým pobytem,Hnutí Grálu,Ústí nad Labem
946318438,0,40.0,554804,2021,Počet obyvatel s obvyklým pobytem,Hnutí Nového věku (New Age),Ústí nad Labem
946434556,1021,41.0,554804,2021,Počet obyvatel s obvyklým pobytem,katolická víra (katolík),Ústí nad Labem
946320529,96,42.0,554804,2021,Počet obyvatel s obvyklým pobytem,"protestantská/evangelická víra (protestant, evangelík)",Ústí nad Labem
946501894,337,43.0,554804,2021,Počet obyvatel s obvyklým pobytem,křesťanství,Ústí nad Labem
946371654,8,44.0,554804,2021,Počet obyvatel s obvyklým pobytem,judaismus,Ústí nad Labem
946499924,0,45.0,554804,2021,Počet obyvatel s obvyklým pobytem,esoterismus,Ústí nad Labem
946656950,5975,46.0,554804,2021,Počet obyvatel s obvyklým pobytem,věřící - nehlásící se k žádné církvi ani náboženské společnosti,Ústí nad Labem
946791391,0,47.0,554804,2021,Počet obyvatel s obvyklým pobytem,Církev Nová naděje,Ústí nad Labem
946432206,0,48.0,554804,2021,Počet obyvatel s obvyklým pobytem,Církev Slovo života,Ústí nad Labem
946434558,160,49.0,554804,2021,Počet obyvatel s obvyklým pobytem,Jedi,Ústí nad Labem
946789023,3,50.0,554804,2021,Počet obyvatel s obvyklým pobytem,ateismus,Ústí nad Labem
946499614,13,51.0,554804,2021,Počet obyvatel s obvyklým pobytem,pohanství,Ústí nad Labem
946599637,10,52.0,554804,2021,Počet obyvatel s obvyklým pobytem,Sith,Ústí nad Labem
946318293,12,53.0,554804,2021,Počet obyvatel s obvyklým pobytem,Církev víry,Ústí nad Labem
946318613,2,54.0,554804,2021,Počet obyvatel s obvyklým pobytem,Církev Svatého Řehoře Osvětitele,Ústí nad Labem
946371978,0,55.0,554804,2021,Počet obyvatel s obvyklým pobytem,Armáda spásy - církev,Ústí nad Labem
946789354,20,56.0,554804,2021,Počet obyvatel s obvyklým pobytem,Církev Nový Život,Ústí nad Labem
946499922,5,57.0,554804,2021,Počet obyvatel s obvyklým pobytem,Církev Oáza,Ústí nad Labem
946371818,2,58.0,554804,2021,Počet obyvatel s obvyklým pobytem,Společenství Josefa Zezulky,Ústí nad Labem
946654961,0,59.0,554804,2021,Počet obyvatel s obvyklým pobytem,Kněžské bratrstvo svatého Pia X.,Ústí nad Labem
946432507,0,60.0,554804,2021,Počet obyvatel s obvyklým pobytem,Théravádový buddhismus,Ústí nad Labem
946599638,0,61.0,554804,2021,Počet obyvatel s obvyklým pobytem,Společenství baptistických sborů,Ústí nad Labem
946720381,0,62.0,554804,2021,Počet obyvatel s obvyklým pobytem,Společenství buddhismu v České republice,Ústí nad Labem
946654963,0,63.0,554804,2021,Počet obyvatel s obvyklým pobytem,Křesťanská církev essejská,Ústí nad Labem
946318290,21,64.0,554804,2021,Počet obyvatel s obvyklým pobytem,pastafariánství,Ústí nad Labem
946656951,9,66.0,554804,2021,Počet obyvatel s obvyklým pobytem,satanismus,Ústí nad Labem
946654960,0,67.0,554804,2021,Počet obyvatel s obvyklým pobytem,agnosticismus,Ústí nad Labem
946654962,0,68.0,554804,2021,Počet obyvatel s obvyklým pobytem,animismus,Ústí nad Labem
946318292,1,69.0,554804,2021,Počet obyvatel s obvyklým pobytem,Bahá'í víra,Ústí nad Labem
946432508,0,70.0,554804,2021,Počet obyvatel s obvyklým pobytem,deismus,Ústí nad Labem
946499923,0,71.0,554804,2021,Počet obyvatel s obvyklým pobytem,konfucianismus,Ústí nad Labem
946499781,0,72.0,554804,2021,Počet obyvatel s obvyklým pobytem,sikhismus,Ústí nad Labem
946318437,1,73.0,554804,2021,Počet obyvatel s obvyklým pobytem,šintoismus,Ústí nad Labem
946432342,0,74.0,554804,2021,Počet obyvatel s obvyklým pobytem,taoismus,Ústí nad Labem
946434557,0,75.0,554804,2021,Počet obyvatel s obvyklým pobytem,zoroastrismus,Ústí nad Labem
946499782,5,76.0,554804,2021,Počet obyvatel s obvyklým pobytem,druidismus,Ústí nad Labem
946499780,1,77.0,554804,2021,Počet obyvatel s obvyklým pobytem,rastafariánství,Ústí nad Labem
946791390,265,78.0,554804,2021,Počet obyvatel s obvyklým pobytem,věřící - hlásící se k církvi - název neuveden,Ústí nad Labem
946601641,27316,99.0,554804,2021,Počet obyvatel s obvyklým pobytem,Neuvedeno,Ústí nad Labem
946600402,135344,1.0,554821,2021,Počet obyvatel s obvyklým pobytem,Bez náboženské víry,Ostrava
946721175,90,2.0,554821,2021,Počet obyvatel s obvyklým pobytem,Apoštolská církev,Ostrava
946655756,58,3.0,554821,2021,Počet obyvatel s obvyklým pobytem,Bratrská jednota baptistů,Ostrava
946319341,289,4.0,554821,2021,Počet obyvatel s obvyklým pobytem,Církev adventistů sedmého dne,Ostrava
946655758,259,5.0,554821,2021,Počet obyvatel s obvyklým pobytem,Církev bratrská,Ostrava
946655757,868,6.0,554821,2021,Počet obyvatel s obvyklým pobytem,Církev československá husitská,Ostrava
946655763,23,7.0,554821,2021,Počet obyvatel s obvyklým pobytem,Církev Ježíše Krista Svatých posledních dnů v České republice,Ostrava
946655755,127,8.0,554821,2021,Počet obyvatel s obvyklým pobytem,Církev řeckokatolická,Ostrava
946372569,15248,9.0,554821,2021,Počet obyvatel s obvyklým pobytem,Církev římskokatolická,Ostrava
946433258,419,10.0,554821,2021,Počet obyvatel s obvyklým pobytem,Českobratrská církev evangelická,Ostrava
946790296,51,11.0,554821,2021,Počet obyvatel s obvyklým pobytem,Evangelická církev augsburského vyznání v České republice,Ostrava
946600699,3,12.0,554821,2021,Počet obyvatel s obvyklým pobytem,Evangelická církev metodistická,Ostrava
946319347,3,13.0,554821,2021,Počet obyvatel s obvyklým pobytem,Federace židovských obcí v České republice,Ostrava
946500832,23,14.0,554821,2021,Počet obyvatel s obvyklým pobytem,Jednota bratrská,Ostrava
946655920,121,15.0,554821,2021,Počet obyvatel s obvyklým pobytem,Křesťanské sbory,Ostrava
946319495,20,16.0,554821,2021,Počet obyvatel s obvyklým pobytem,Luterská evangelická církev a. v. v České republice,Ostrava
946656077,2,17.0,554821,2021,Počet obyvatel s obvyklým pobytem,Náboženská společnost českých unitářů,Ostrava
946372733,668,18.0,554821,2021,Počet obyvatel s obvyklým pobytem,Náboženská společnost Svědkové Jehovovi,Ostrava
946372736,3,19.0,554821,2021,Počet obyvatel s obvyklým pobytem,Novoapoštolská církev v ČR,Ostrava
946372570,419,20.0,554821,2021,Počet obyvatel s obvyklým pobytem,Pravoslavná církev v českých zemích,Ostrava
946372910,138,21.0,554821,2021,Počet obyvatel s obvyklým pobytem,Slezská církev evangelická augsburského vyznání,Ostrava
946790298,4,22.0,554821,2021,Počet obyvatel s obvyklým pobytem,Starokatolická církev v ČR,Ostrava
946500985,0,23.0,554821,2021,Počet obyvatel s obvyklým pobytem,Církev sjednocení (moonisté),Ostrava
946500831,4,24.0,554821,2021,Počet obyvatel s obvyklým pobytem,Scientologická církev,Ostrava
946655762,81,25.0,554821,2021,Počet obyvatel s obvyklým pobytem,Církev Křesťanská společenství,Ostrava
946656078,4,26.0,554821,2021,Počet obyvatel s obvyklým pobytem,Anglikánská církev,Ostrava
946500711,102,27.0,554821,2021,Počet obyvatel s obvyklým pobytem,islám,Ostrava
946433260,158,28.0,554821,2021,Počet obyvatel s obvyklým pobytem,buddhismus,Ostrava
946655919,33,29.0,554821,2021,Počet obyvatel s obvyklým pobytem,hinduismus,Ostrava
946790295,10,30.0,554821,2021,Počet obyvatel s obvyklým pobytem,"Mezinárodní společnost pro vědomí Krišny, Hnutí Hare Krišna",Ostrava
946500708,639,31.0,554821,2021,Počet obyvatel s obvyklým pobytem,Jiné,Ostrava
946500710,15,32.0,554821,2021,Počet obyvatel s obvyklým pobytem,Buddhismus Diamantové cesty linie Karma Kagjü,Ostrava
946319641,6,33.0,554821,2021,Počet obyvatel s obvyklým pobytem,Církev živého Boha,Ostrava
946790455,6,34.0,554821,2021,Počet obyvatel s obvyklým pobytem,Česká hinduistická náboženská společnost,Ostrava
946433412,6,35.0,554821,2021,Počet obyvatel s obvyklým pobytem,Obec křesťanů v České republice,Ostrava
946500983,2,36.0,554821,2021,Počet obyvatel s obvyklým pobytem,"Ruská pravoslavná církev, podvorje patriarchy moskevského a celé Rusi v České republice",Ostrava
946373040,1,37.0,554821,2021,Počet obyvatel s obvyklým pobytem,Ústředí muslimských obcí,Ostrava
946790297,3,38.0,554821,2021,Počet obyvatel s obvyklým pobytem,Višva Nirmala Dharma,Ostrava
946721343,5,39.0,554821,2021,Počet obyvatel s obvyklým pobytem,Hnutí Grálu,Ostrava
946721516,0,40.0,554821,2021,Počet obyvatel s obvyklým pobytem,Hnutí Nového věku (New Age),Ostrava
946721022,6594,41.0,554821,2021,Počet obyvatel s obvyklým pobytem,katolická víra (katolík),Ostrava
946655754,567,42.0,554821,2021,Počet obyvatel s obvyklým pobytem,"protestantská/evangelická víra (protestant, evangelík)",Ostrava
946500707,2113,43.0,554821,2021,Počet obyvatel s obvyklým pobytem,křesťanství,Ostrava
946372737,18,44.0,554821,2021,Počet obyvatel s obvyklým pobytem,judaismus,Ostrava
946373209,0,45.0,554821,2021,Počet obyvatel s obvyklým pobytem,esoterismus,Ostrava
946721021,27037,46.0,554821,2021,Počet obyvatel s obvyklým pobytem,věřící - nehlásící se k žádné církvi ani náboženské společnosti,Ostrava
946721172,39,47.0,554821,2021,Počet obyvatel s obvyklým pobytem,Církev Nová naděje,Ostrava
946433261,2,48.0,554821,2021,Počet obyvatel s obvyklým pobytem,Církev Slovo života,Ostrava
946372732,616,49.0,554821,2021,Počet obyvatel s obvyklým pobytem,Jedi,Ostrava
946319494,19,50.0,554821,2021,Počet obyvatel s obvyklým pobytem,ateismus,Ostrava
946655761,66,51.0,554821,2021,Počet obyvatel s obvyklým pobytem,pohanství,Ostrava
946500830,16,52.0,554821,2021,Počet obyvatel s obvyklým pobytem,Sith,Ostrava
946319493,32,53.0,554821,2021,Počet obyvatel s obvyklým pobytem,Církev víry,Ostrava
946600993,0,54.0,554821,2021,Počet obyvatel s obvyklým pobytem,Církev Svatého Řehoře Osvětitele,Ostrava
946319640,18,55.0,554821,2021,Počet obyvatel s obvyklým pobytem,Armáda spásy - církev,Ostrava
946433568,0,56.0,554821,2021,Počet obyvatel s obvyklým pobytem,Církev Nový Život,Ostrava
946600856,1,57.0,554821,2021,Počet obyvatel s obvyklým pobytem,Církev Oáza,Ostrava
946433411,27,58.0,554821,2021,Počet obyvatel s obvyklým pobytem,Společenství Josefa Zezulky,Ostrava
946500984,10,59.0,554821,2021,Počet obyvatel s obvyklým pobytem,Kněžské bratrstvo svatého Pia X.,Ostrava
946600857,4,60.0,554821,2021,Počet obyvatel s obvyklým pobytem,Théravádový buddhismus,Ostrava
946655921,0,61.0,554821,2021,Počet obyvatel s obvyklým pobytem,Společenství baptistických sborů,Ostrava
946600994,0,62.0,554821,2021,Počet obyvatel s obvyklým pobytem,Společenství buddhismu v České republice,Ostrava
946433737,0,63.0,554821,2021,Počet obyvatel s obvyklým pobytem,Křesťanská církev essejská,Ostrava
946655760,78,64.0,554821,2021,Počet obyvatel s obvyklým pobytem,pastafariánství,Ostrava
946790134,31,66.0,554821,2021,Počet obyvatel s obvyklým pobytem,satanismus,Ostrava
946373039,4,67.0,554821,2021,Počet obyvatel s obvyklým pobytem,agnosticismus,Ostrava
946600992,0,68.0,554821,2021,Počet obyvatel s obvyklým pobytem,animismus,Ostrava
946319346,6,69.0,554821,2021,Počet obyvatel s obvyklým pobytem,Bahá'í víra,Ostrava
946501149,0,70.0,554821,2021,Počet obyvatel s obvyklým pobytem,deismus,Ostrava
946790456,1,71.0,554821,2021,Počet obyvatel s obvyklým pobytem,konfucianismus,Ostrava
946373037,1,72.0,554821,2021,Počet obyvatel s obvyklým pobytem,sikhismus,Ostrava
946433567,3,73.0,554821,2021,Počet obyvatel s obvyklým pobytem,šintoismus,Ostrava
946433410,3,74.0,554821,2021,Počet obyvatel s obvyklým pobytem,taoismus,Ostrava
946600544,2,75.0,554821,2021,Počet obyvatel s obvyklým pobytem,zoroastrismus,Ostrava
946373038,4,76.0,554821,2021,Počet obyvatel s obvyklým pobytem,druidismus,Ostrava
946790454,4,77.0,554821,2021,Počet obyvatel s obvyklým pobytem,rastafariánství,Ostrava
946500563,1540,78.0,554821,2021,Počet obyvatel s obvyklým pobytem,věřící - hlásící se k církvi - název neuveden,Ostrava
946372568,88339,99.0,554821,2021,Počet obyvatel s obvyklým pobytem,Neuvedeno,Ostrava
946319063,23053,1.0,554961,2021,Počet obyvatel s obvyklým pobytem,Bez náboženské víry,Karlovy Vary
946373231,6,2.0,554961,2021,Počet obyvatel s obvyklým pobytem,Apoštolská církev,Karlovy Vary
946373064,35,3.0,554961,2021,Počet obyvatel s obvyklým pobytem,Bratrská jednota baptistů,Karlovy Vary
946501015,33,4.0,554961,2021,Počet obyvatel s obvyklým pobytem,Církev adventistů sedmého dne,Karlovy Vary
946373065,40,5.0,554961,2021,Počet obyvatel s obvyklým pobytem,Církev bratrská,Karlovy Vary
946790484,68,6.0,554961,2021,Počet obyvatel s obvyklým pobytem,Církev československá husitská,Karlovy Vary
946601021,0,7.0,554961,2021,Počet obyvatel s obvyklým pobytem,Církev Ježíše Krista Svatých posledních dnů v České republice,Karlovy Vary
946656100,147,8.0,554961,2021,Počet obyvatel s obvyklým pobytem,Církev řeckokatolická,Karlovy Vary
946500448,1182,9.0,554961,2021,Počet obyvatel s obvyklým pobytem,Církev římskokatolická,Karlovy Vary
946319664,95,10.0,554961,2021,Počet obyvatel s obvyklým pobytem,Českobratrská církev evangelická,Karlovy Vary
946601023,3,11.0,554961,2021,Počet obyvatel s obvyklým pobytem,Evangelická církev augsburského vyznání v České republice,Karlovy Vary
946721822,2,12.0,554961,2021,Počet obyvatel s obvyklým pobytem,Evangelická církev metodistická,Karlovy Vary
946721687,11,13.0,554961,2021,Počet obyvatel s obvyklým pobytem,Federace židovských obcí v České republice,Karlovy Vary
946790792,3,14.0,554961,2021,Počet obyvatel s obvyklým pobytem,Jednota bratrská,Karlovy Vary
946433775,4,15.0,554961,2021,Počet obyvatel s obvyklým pobytem,Křesťanské sbory,Karlovy Vary
946721821,1,16.0,554961,2021,Počet obyvatel s obvyklým pobytem,Luterská evangelická církev a. v. v České republice,Karlovy Vary
946656403,1,17.0,554961,2021,Počet obyvatel s obvyklým pobytem,Náboženská společnost českých unitářů,Karlovy Vary
946721542,162,18.0,554961,2021,Počet obyvatel s obvyklým pobytem,Náboženská společnost Svědkové Jehovovi,Karlovy Vary
946501175,0,19.0,554961,2021,Počet obyvatel s obvyklým pobytem,Novoapoštolská církev v ČR,Karlovy Vary
946432993,493,20.0,554961,2021,Počet obyvatel s obvyklým pobytem,Pravoslavná církev v českých zemích,Karlovy Vary
946601024,1,21.0,554961,2021,Počet obyvatel s obvyklým pobytem,Slezská církev evangelická augsburského vyznání,Karlovy Vary
946433943,0,22.0,554961,2021,Počet obyvatel s obvyklým pobytem,Starokatolická církev v ČR,Karlovy Vary
946320114,0,23.0,554961,2021,Počet obyvatel s obvyklým pobytem,Církev sjednocení (moonisté),Karlovy Vary
946501318,1,24.0,554961,2021,Počet obyvatel s obvyklým pobytem,Scientologická církev,Karlovy Vary
946319820,4,25.0,554961,2021,Počet obyvatel s obvyklým pobytem,Církev Křesťanská společenství,Karlovy Vary
946721985,2,26.0,554961,2021,Počet obyvatel s obvyklým pobytem,Anglikánská církev,Karlovy Vary
946721686,82,27.0,554961,2021,Počet obyvatel s obvyklým pobytem,islám,Karlovy Vary
946319818,51,28.0,554961,2021,Počet obyvatel s obvyklým pobytem,buddhismus,Karlovy Vary
946790619,1,29.0,554961,2021,Počet obyvatel s obvyklým pobytem,hinduismus,Karlovy Vary
946601022,2,30.0,554961,2021,Počet obyvatel s obvyklým pobytem,"Mezinárodní společnost pro vědomí Krišny, Hnutí Hare Krišna",Karlovy Vary
946501016,68,31.0,554961,2021,Počet obyvatel s obvyklým pobytem,Jiné,Karlovy Vary
946656250,2,32.0,554961,2021,Počet obyvatel s obvyklým pobytem,Buddhismus Diamantové cesty linie Karma Kagjü,Karlovy Vary
946434090,0,33.0,554961,2021,Počet obyvatel s obvyklým pobytem,Církev živého Boha,Karlovy Vary
946434089,3,34.0,554961,2021,Počet obyvatel s obvyklým pobytem,Česká hinduistická náboženská společnost,Karlovy Vary
946656401,2,35.0,554961,2021,Počet obyvatel s obvyklým pobytem,Obec křesťanů v České republice,Karlovy Vary
946373377,38,36.0,554961,2021,Počet obyvatel s obvyklým pobytem,"Ruská pravoslavná církev, podvorje patriarchy moskevského a celé Rusi v České republice",Karlovy Vary
946601329,0,37.0,554961,2021,Počet obyvatel s obvyklým pobytem,Ústředí muslimských obcí,Karlovy Vary
946721820,0,38.0,554961,2021,Počet obyvatel s obvyklým pobytem,Višva Nirmala Dharma,Karlovy Vary
946790791,0,39.0,554961,2021,Počet obyvatel s obvyklým pobytem,Hnutí Grálu,Karlovy Vary
946501319,0,40.0,554961,2021,Počet obyvatel s obvyklým pobytem,Hnutí Nového věku (New Age),Karlovy Vary
946500449,679,41.0,554961,2021,Počet obyvatel s obvyklým pobytem,katolická víra (katolík),Karlovy Vary
946790482,69,42.0,554961,2021,Počet obyvatel s obvyklým pobytem,"protestantská/evangelická víra (protestant, evangelík)",Karlovy Vary
946790483,217,43.0,554961,2021,Počet obyvatel s obvyklým pobytem,křesťanství,Karlovy Vary
946656252,14,44.0,554961,2021,Počet obyvatel s obvyklým pobytem,judaismus,Karlovy Vary
946501462,0,45.0,554961,2021,Počet obyvatel s obvyklým pobytem,esoterismus,Karlovy Vary
946720910,3988,46.0,554961,2021,Počet obyvatel s obvyklým pobytem,věřící - nehlásící se k žádné církvi ani náboženské společnosti,Karlovy Vary
946373066,0,47.0,554961,2021,Počet obyvatel s obvyklým pobytem,Církev Nová naděje,Karlovy Vary
946790618,0,48.0,554961,2021,Počet obyvatel s obvyklým pobytem,Církev Slovo života,Karlovy Vary
946433600,72,49.0,554961,2021,Počet obyvatel s obvyklým pobytem,Jedi,Karlovy Vary
